0,0,-1354.623,-1356.91,-1341.871,-1379.03,-1359.587,-1335.705,-1229.281,-427.6988,186.667,351.6114,-166.7484,-990.9324,-1484.378,-1319.593,-1290.327,-1311.567,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,0,0,-1252.799,-1241.123,333.7824,-465.7912,0.5235851,0.12271,-0.2611633,-0.2607539,-1.294252,-0.1273935,-0.262767,-0.5388436,0.1279674,9.150275E-05,-0.1212207,-1.017251,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1,10,-1300.169,-1315.341,-1328.583,-1261.21,-1279.917,-1359.647,-1231.067,-405.5052,184.809,347.1809,-155.3555,-1023.179,-1474.619,-1292.141,-1318.346,-1320.724,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,1,10,-1288.651,-1287.441,337.187,-458.9491,-0.5269788,-0.3681685,-0.1305648,-0.2607539,-0.1294491,-0.3849336,-1.182537,-0.8082582,-0.6399205,-0.8908178,-0.2416475,-0.5651498,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2,20,-1328.658,-1322.108,-1297.331,-1338.742,-1333.272,-1295.842,-1206.323,-423.1848,179.4828,346.5656,-166.3924,-984.1304,-1446.887,-1311.954,-1275.065,-1253.616,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,2,20,-1286.1,-1354.418,340.4607,-459.3364,0.260945,1.349913,3.531685E-05,1.825278,0.1293961,-0.5137036,0.6569993,1.077637,-1.44478E-05,0.8910007,0.7217665,0.1129979,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
3,30,-1293.197,-1269.542,-1325.507,-1295.412,-1257.826,-1263.137,-1186.298,-398.3582,190.7546,355.6728,-139.3341,-964.4804,-1413.68,-1220.05,-1218.311,-1227.953,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,3,30,-1376.2,-1365.34,342.1631,-465.9203,-0.001696814,-0.3681685,0.1306338,-1.043019,-0.6471395,-0.3849336,0.3942099,-0.6735517,0.5119113,-0.6680905,-1.445915,-2.568498E-05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
4,40,-1235.377,-1249.12,-1255.128,-1240.396,-1249.618,-1283.871,-1188.466,-399.8628,183.4465,344.1041,-145.3866,-979.3439,-1428.557,-1237.357,-1256.465,-1297.833,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,4,40,-1283.817,-1327.706,346.4843,-453.398,-0.264337,0.3681525,-0.2611633,-0.6518849,0.7765084,0.3876867,0.3942099,0.673518,-0.8958842,0.6682734,-0.362074,0.3390482,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
5,50,-1295.361,-1309.057,-1272.723,-1281.536,-1332.427,-1329.411,-1212.7,-420.4263,177.3771,352.2268,-172.3262,-1007.937,-1505.683,-1372.467,-1342.55,-1335.302,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,5,50,-1316.715,-1292.046,351.7221,-468.6314,0.1296249,-0.1227293,-0.652962,0.9126388,-2.729029E-05,-0.9000146,0.3942099,-1.212379,-0.3839584,-0.4453631,-0.7233545,0.4520717,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
6,60,-1352.459,-1315.099,-1303.729,-1274.477,-1258.551,-1276.59,-1186.043,-398.7343,190.383,350.1346,-146.2174,-968.7631,-1424.987,-1258.125,-1258.85,-1281.568,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,6,60,-1341.422,-1338.891,329.8541,-488.1249,-0.1330161,-0.8590535,0.1306338,0.130377,-2.729029E-05,0.6452268,-1.182537,0.2693969,0.2559476,-0.8908178,-0.6029276,-1.356324,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
7,70,-1259.178,-1265.313,-1270.262,-1247.213,-1283.779,-1302.506,-1187.446,-395.0981,186.2954,355.0574,-145.5053,-982.7449,-1420.94,-1249.531,-1272.919,-1283.375,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,7,70,-1352.298,-1336.917,330.5088,-461.9184,-0.3956571,0.1227068,0.3917811,-0.2607539,0.2588179,-1.801405,-0.262767,0.4041034,0.1279674,0.7796371,0.60134,0.1129979,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
8,80,-1264.587,-1287.668,-1263.864,-1275.329,-1295.609,-1268.321,-1163.85,-385.9448,191.7455,357.888,-164.4936,-992.6959,-1442.602,-1361.367,-1344.458,-1321.447,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,8,80,-1341.959,-1346.917,347.6628,-468.3732,0.9175478,0.4908689,-0.7836119,-5.136996E-05,-1.423675,-0.5137036,-0.262767,-0.6735517,-0.3839584,-0.2226358,0.2400595,-2.568498E-05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
9,90,-1348.853,-1337.092,-1383.828,-1363.937,-1320.838,-1408.893,-1281.575,-416.1632,195.3377,362.1955,-135.4178,-1037.412,-1522.227,-1299.302,-1346.843,-1380.724,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,9,90,-1351.09,-1331.785,329.985,-476.7645,0.1296249,-0.2454521,0.7835782,-0.5215592,0.2588693,0.3876867,0.5256046,-1.765843E-05,-1.44478E-05,-0.8908178,-0.7233545,-1.243301,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
10,100,-1362.196,-1380.232,-1317.017,-1366.371,-1386.993,-1299.298,-1191.655,-419.9248,176.6339,355.6727,-147.1668,-960.4496,-1438.198,-1302.047,-1280.311,-1249.279,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,10,100,-1266.899,-1290.862,334.961,-472.2461,-0.2643362,0.4908689,0.1305825,-5.136996E-05,0.3882927,0.001376554,-0.5255597,-0.2694306,-1.279828,0.8910007,0.7217665,-2.568498E-05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
11,110,-1258.697,-1256.854,-1276.291,-1246.482,-1234.408,-1291.399,-1207.343,-402.2452,192.9842,354.5651,-141.589,-1018.014,-1493.543,-1306.822,-1350.062,-1381.567,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,11,110,-1221.647,-1226.78,347.7937,-461.2729,-0.2643362,-1.104493,-1.605311E-05,0.3910795,0.1294475,-0.6424745,-0.1313723,-1.077671,0.3839295,0.5569098,-1.445915,-2.568498E-05,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
12,120,-1389.727,-1374.19,-1326.368,-1365.397,-1369.848,-1318.55,-1209.511,-419.2979,189.2682,360.1033,-162.2387,-987.4054,-1474.262,-1330.931,-1303.919,-1315.664,24,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,12,120,-1386.673,-1399.418,340.5917,-472.3752,-1.052259,-0.8590535,0.3917811,-0.2608053,0.1294475,0.3876867,-0.5255597,0.6735148,0.1279674,-0.4453631,-0.0007938265,-0.4521263,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
