0,0,-957.5021,-933.5283,-961.8013,-925.2774,-905.345,-946.5356,-858.984,-299.4276,116.8067,224.2338,-122.3634,-691.5216,-1033.632,-908.2581,-891.7363,-878.7984,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,0,0,-933.087,-934.3962,224.5732,-331.0147,1.180188,0.4909203,0.5223731,-0.6518881,1.164827,0.2588653,-0.3941649,-0.2694868,0.5118551,-0.7794541,-0.0008455978,0.2260696,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
1,10,-905.5632,-901.8626,-954.1726,-949.2551,-911.5015,-903.7188,-831.8218,-296.0421,116.6828,231.7411,-125.3303,-688.4963,-997.8049,-921.9815,-920.7094,-905.0632,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,1,10,-988.4088,-966.6346,224.1803,-334.7586,-0.3956579,0.3682006,-0.5224197,-0.3911341,2.247436E-05,0.001325184,0.5256046,-0.8083144,-0.2560327,0.1114552,0.2400081,0.2260696,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2,20,-920.3514,-911.1304,-901.5118,-931.6064,-949.2845,-917.1685,-830.164,-294.4121,105.5349,228.172,-124.1435,-710.2867,-1010.422,-897.1601,-929.5327,-955.7859,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,2,20,-907.843,-923.8694,218.5496,-335.7913,-0.789619,-0.7362825,0.3917746,0.7822586,-0.5176663,0.001325184,-1.445329,-0.1347803,0.6398354,9.150275E-05,-0.7234063,-0.5651049,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
3,30,-908.2083,-960.0707,-921.6904,-909.5761,-948.9224,-978.2473,-858.4739,-286.2619,114.701,229.895,-109.665,-707.0123,-1037.917,-850.2616,-868.9632,-923.3764,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,3,30,-844.196,-862.2873,221.4304,-328.691,-0.789619,0.4909203,0.2611761,-0.2607571,0.2588677,-0.6425259,2.247436E-05,1.077581,-7.06337E-05,-0.7794541,-0.2416989,-0.9041788,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
4,40,-885.9659,-910.7679,-943.9604,-881.7036,-852.3524,-902.3615,-836.9227,-292.0298,121.142,228.4182,-113.8187,-660.3868,-962.3352,-881.7659,-870.8708,-864.3406,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,4,40,-969.2073,-958.2132,224.1803,-333.7258,-0.001696814,1.104522,-0.2612211,0.5215046,-0.2588227,-0.2562149,2.247436E-05,0.4040473,0.2558914,0.1114552,-0.1212724,0.3390931,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
5,50,-855.1874,-875.9659,-911.3549,-929.6591,-918.9857,-900.7573,-821.3649,-286.6381,113.71,228.7874,-120.8206,-687.3619,-984.9501,-878.4245,-892.571,-903.256,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,5,50,-997.8082,-986.8988,225.7516,-324.6891,-0.2642856,0.4909203,0.5223731,-0.3911341,0.5177129,-0.6425259,2.247436E-05,0.5387554,-0.6399782,-1.559001,0.3604349,0.1130428,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
6,60,-912.4163,-912.9431,-864.846,-858.4561,-904.1381,-924.5719,-819.5796,-262.0621,123.7432,232.1103,-104.5619,-705.3751,-1046.486,-870.6678,-880.1709,-914.8223,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,6,60,-949.3345,-949.1339,232.299,-326.6255,0.1296754,-0.6135596,-1.175417,0.1303738,1.035403,0.001325184,2.247436E-05,0.6734618,-0.3840145,0.2228188,0.3604349,-0.4520814,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
7,70,-919.5097,-911.493,-917.9991,-878.9041,-860.078,-894.2176,-841.0034,-298.1737,114.9487,223.9876,-116.3109,-676.3954,-1006.018,-941.3138,-920.5902,-902.2921,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,7,70,-889.1786,-908.8687,230.8586,-329.8529,0.7862783,-1.104441,0.7835749,0.7822586,-0.1293993,-0.1274449,-0.5255597,-1.212435,-0.5119964,-0.1112722,-0.2416989,0.1130428,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
8,80,-938.5059,-922.8519,-931.5334,-936.962,-922.7278,-914.0836,-844.1915,-305.697,111.7282,226.6952,-132.6883,-699.204,-1020.182,-937.4951,-938.2365,-913.9788,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,8,80,-885.2845,-882.5516,222.478,-330.1111,-0.3956065,-0.2454007,-0.1306194,0.1303738,0.7765581,-0.1274449,-0.3941649,-0.1347803,-7.06337E-05,-0.1112722,-0.1212724,-0.4520814,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
9,90,-948.7255,-938.1986,-919.8447,-944.7518,-956.4066,-932.5924,-836.5401,-288.8951,112.7192,233.8333,-116.4296,-714.3167,-1044.225,-895.728,-914.1517,-943.2558,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,9,90,-921.8078,-905.1841,225.8826,-327.6583,0.1296754,0.7363595,-0.1306194,0.5215046,-0.7765132,-1.672687,-0.5255597,-0.2694868,-0.2560327,0.2228188,-0.8438327,0.2260696,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
